sra_accession,site_name,sequencing_lab,date,n_reads_virus_10239_total,n_reads_virus_annotated,n_reads_virus_not_annotated,n_reads_virus_vertebrate_7742_status_0,n_reads_virus_vertebrate_7742_status_1,n_reads_virus_vertebrate_7742_status_2,n_reads_virus_vertebrate_7742_status_3,n_reads_virus_invertebrate_33208m7742_status_0,n_reads_virus_invertebrate_33208m7742_status_1,n_reads_virus_invertebrate_33208m7742_status_2,n_reads_virus_invertebrate_33208m7742_status_3,n_reads_virus_plant_33090_status_0,n_reads_virus_plant_33090_status_1,n_reads_virus_plant_33090_status_2,n_reads_virus_plant_33090_status_3,n_reads_virus_fungi_4751_status_0,n_reads_virus_fungi_4751_status_1,n_reads_virus_fungi_4751_status_2,n_reads_virus_fungi_4751_status_3,n_reads_virus_bacteria_2_status_0,n_reads_virus_bacteria_2_status_1,n_reads_virus_bacteria_2_status_2,n_reads_virus_bacteria_2_status_3,n_reads_virus_archaea_2157_status_0,n_reads_virus_archaea_2157_status_1,n_reads_virus_archaea_2157_status_2,n_reads_virus_archaea_2157_status_3,n_reads_virus_other_eukaryote_2759mMFP_status_0,n_reads_virus_other_eukaryote_2759mMFP_status_1,n_reads_virus_other_eukaryote_2759mMFP_status_2,n_reads_virus_other_eukaryote_2759mMFP_status_3,n_reads_virus_virus_10239_status_0,n_reads_virus_virus_10239_status_1,n_reads_virus_virus_10239_status_2,n_reads_virus_virus_10239_status_3,n_reads_virus_metagenome_408169_status_0,n_reads_virus_metagenome_408169_status_1,n_reads_virus_metagenome_408169_status_2,n_reads_virus_metagenome_408169_status_3,n_reads_virus_unclassified_2787823m408169_status_0,n_reads_virus_unclassified_2787823m408169_status_1,n_reads_virus_unclassified_2787823m408169_status_2,n_reads_virus_unclassified_2787823m408169_status_3,n_reads_virus_other_entries_2787854_status_0,n_reads_virus_other_entries_2787854_status_1,n_reads_virus_other_entries_2787854_status_2,n_reads_virus_other_entries_2787854_status_3,n_reads_virus_host_root_1_status_0,n_reads_virus_host_root_1_status_1,n_reads_virus_host_root_1_status_2,n_reads_virus_host_root_1_status_3,n_reads_virus_unknown,n_reads_virus_vertebrate_7742_exclusive,n_reads_virus_invertebrate_33208m7742_exclusive,n_reads_virus_plant_33090_exclusive,n_reads_virus_fungi_4751_exclusive,n_reads_virus_bacteria_2_exclusive,n_reads_virus_archaea_2157_exclusive,n_reads_virus_other_eukaryote_2759mMFP_exclusive,n_reads_virus_virus_10239_exclusive,n_reads_virus_metagenome_408169_exclusive,n_reads_virus_unclassified_2787823m408169_exclusive,n_reads_virus_other_entries_2787854_exclusive,n_reads_virus_host_root_1_exclusive,n_reads_virus_unknown_exclusive,fraction_virus_annotated,fraction_virus_not_annotated,fraction_virus_vertebrate_7742_status_0,fraction_virus_vertebrate_7742_status_1,fraction_virus_vertebrate_7742_status_2,fraction_virus_vertebrate_7742_status_3,fraction_virus_invertebrate_33208m7742_status_0,fraction_virus_invertebrate_33208m7742_status_1,fraction_virus_invertebrate_33208m7742_status_2,fraction_virus_invertebrate_33208m7742_status_3,fraction_virus_plant_33090_status_0,fraction_virus_plant_33090_status_1,fraction_virus_plant_33090_status_2,fraction_virus_plant_33090_status_3,fraction_virus_fungi_4751_status_0,fraction_virus_fungi_4751_status_1,fraction_virus_fungi_4751_status_2,fraction_virus_fungi_4751_status_3,fraction_virus_bacteria_2_status_0,fraction_virus_bacteria_2_status_1,fraction_virus_bacteria_2_status_2,fraction_virus_bacteria_2_status_3,fraction_virus_archaea_2157_status_0,fraction_virus_archaea_2157_status_1,fraction_virus_archaea_2157_status_2,fraction_virus_archaea_2157_status_3,fraction_virus_other_eukaryote_2759mMFP_status_0,fraction_virus_other_eukaryote_2759mMFP_status_1,fraction_virus_other_eukaryote_2759mMFP_status_2,fraction_virus_other_eukaryote_2759mMFP_status_3,fraction_virus_virus_10239_status_0,fraction_virus_virus_10239_status_1,fraction_virus_virus_10239_status_2,fraction_virus_virus_10239_status_3,fraction_virus_metagenome_408169_status_0,fraction_virus_metagenome_408169_status_1,fraction_virus_metagenome_408169_status_2,fraction_virus_metagenome_408169_status_3,fraction_virus_unclassified_2787823m408169_status_0,fraction_virus_unclassified_2787823m408169_status_1,fraction_virus_unclassified_2787823m408169_status_2,fraction_virus_unclassified_2787823m408169_status_3,fraction_virus_other_entries_2787854_status_0,fraction_virus_other_entries_2787854_status_1,fraction_virus_other_entries_2787854_status_2,fraction_virus_other_entries_2787854_status_3,fraction_virus_host_root_1_status_0,fraction_virus_host_root_1_status_1,fraction_virus_host_root_1_status_2,fraction_virus_host_root_1_status_3,fraction_virus_unknown,fraction_virus_vertebrate_7742_exclusive,fraction_virus_invertebrate_33208m7742_exclusive,fraction_virus_plant_33090_exclusive,fraction_virus_fungi_4751_exclusive,fraction_virus_bacteria_2_exclusive,fraction_virus_archaea_2157_exclusive,fraction_virus_other_eukaryote_2759mMFP_exclusive,fraction_virus_virus_10239_exclusive,fraction_virus_metagenome_408169_exclusive,fraction_virus_unclassified_2787823m408169_exclusive,fraction_virus_other_entries_2787854_exclusive,fraction_virus_host_root_1_exclusive,fraction_virus_unknown_exclusive
SAMN54680442,"Central Oklahoma (OK-B), OK",MU,2025-11-18,318992,318992,0,314269,1624,3085,14,315589,304,3092,7,146567,169326,3021,78,315886,7,3099,0,277744,38121,1269,1858,315888,5,3099,0,315862,31,3097,2,315658,214,3120,0,314526,1353,3113,0,318992,0,0,0,318992,0,0,0,209232,106654,2861,245,2,1638,311,169399,2,39979,5,33,0,1353,0,0,105347,925,1.0,0.0,0.9851939860560768,0.0050910367658123,0.0096710889301299,4.388824798114059e-05,0.989332020865727,0.0009530019561619,0.0096930330541204,2.1944123990570295e-05,0.4594692029894167,0.5308158198324723,0.0094704569393589,0.000244520238752,0.9902630786978984,2.1944123990570295e-05,0.009714977178111,0.0,0.8706926819481366,0.11950456437779,0.0039781561920048,0.0058245974820685,0.99026934844761,1.5674374278978784e-05,0.009714977178111,0.0,0.9901878417013592,9.718112052966846e-05,0.0097087074283994,6.2697497115915135e-06,0.9895483272307768,0.0006708632191402,0.0097808095500827,0.0,0.985999648894016,0.0042414856798916,0.0097588654260921,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6559161358278578,0.3343469428700406,0.0089688769624316,0.0007680443396699,6.2697497115915135e-06,0.0051349250137934,0.0009749460801524,0.5310446656969454,6.2697497115915135e-06,0.1253291618598585,1.5674374278978784e-05,0.0001034508702412,0.0,0.0042414856798916,0.0,0.0,0.3302496614335156,0.002899759241611
SAMN54680443,"Central Oklahoma (OK-B), OK",MU,2025-11-28,230080,230080,0,221540,3827,4684,29,225195,172,4704,9,97653,127714,4643,70,225354,13,4713,0,180732,44604,1331,3413,225363,4,4712,1,225316,51,4709,4,225204,145,4731,0,223990,1363,4727,0,230080,0,0,0,230080,0,0,0,175691,49663,4536,190,1,3856,180,127782,11,48017,5,55,0,1363,0,0,47782,1029,1.0,0.0,0.9628824756606398,0.0166333449235048,0.0203581363004172,0.0001260431154381,0.9787682545201668,0.0007475660639777,0.0204450625869262,3.911682892906815e-05,0.4244306328233658,0.5550851877607789,0.0201799374130737,0.0003042420027816,0.9794593184979138,5.6502086230876215e-05,0.0204841794158553,0.0,0.7855180806675939,0.1938630041724617,0.0057849443671766,0.0148339707927677,0.9794984353268428,1.7385257301808068e-05,0.0204798331015299,4.346314325452017e-06,0.9792941585535466,0.000221662030598,0.0204667941585535,1.7385257301808068e-05,0.978807371349096,0.0006302155771905,0.0205624130737134,0.0,0.9735309457579971,0.005924026425591,0.0205450278164116,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7636083101529902,0.2158510083449235,0.0197148817802503,0.0008257997218358,4.346314325452017e-06,0.0167593880389429,0.0007823365785813,0.5553807371349095,4.7809457579972186e-05,0.2086969749652295,2.173157162726008e-05,0.0002390472878998,0.0,0.005924026425591,0.0,0.0,0.2076755910987482,0.0044723574408901
SAMN54680444,"Central Oklahoma (OK-B), OK",MU,2025-12-02,237761,237761,0,227819,2894,7031,17,230571,142,7045,3,90262,140451,6985,63,230704,9,7048,0,183431,47248,1564,5518,230705,8,7048,0,230667,46,7045,3,230648,43,7070,0,229954,752,7055,0,237761,0,0,0,237761,0,0,0,190210,40492,6783,276,2,2911,144,140507,5,52766,8,49,0,752,0,0,39414,1205,1.0,0.0,0.9581848999625676,0.0121718868948229,0.029571712770387,7.150037222252598e-05,0.96975954845412,0.0005972384032705,0.0296305954298644,1.2617712745151644e-05,0.3796333292676259,0.5907234575897645,0.0293782411749614,0.0002649719676481,0.9703189337191548,3.7853138235454935e-05,0.0296432131426095,0.0,0.7714932221853037,0.1987205639276416,0.0065780342444723,0.0232081796425822,0.9703231396234032,3.364723398707105e-05,0.0296432131426095,0.0,0.9701633152619648,0.0001934715954256,0.0296305954298644,1.2617712745151644e-05,0.9700834030812454,0.0001808538826805,0.029735743036074,0.0,0.967164505532867,0.0031628399947846,0.0296726544723482,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.800005047085098,0.1703054748255601,0.0285286485167878,0.0011608295725539,8.411808496767763e-06,0.0122433872670454,0.0006056502117672,0.590958988227674,2.102952124191941e-05,0.2219287435702238,3.364723398707105e-05,0.0002060893081708,0.0,0.0031628399947846,0.0,0.0,0.1657715100458023,0.0050681146193025
SAMN54680445,"Central Oklahoma (OK-B), OK",MU,2025-12-09,200862,200862,0,193001,2509,5336,16,195324,186,5350,2,79355,116155,5300,52,195502,8,5352,0,154001,41482,1178,4201,195505,5,5352,0,195464,46,5347,5,195440,58,5364,0,194455,1051,5356,0,200862,0,0,0,200862,0,0,0,160054,35441,5278,89,4,2525,188,116202,5,45683,5,51,0,1051,0,0,34133,1019,1.0,0.0,0.9608636775497604,0.0124911630870946,0.0265655026834343,7.965667971044797e-05,0.9724288317352212,0.0009260089016339,0.026635202278181,9.957084963805996e-06,0.3950722386514124,0.5782826019854428,0.0263862751540858,0.0002588842090589,0.973315012297,3.9828339855223986e-05,0.0266451593631448,0.0,0.7667005207555436,0.2065198992343001,0.0058647230436817,0.0209148569664744,0.9733299479244456,2.489271240951499e-05,0.0266451593631448,0.0,0.9731258276826876,0.0002290129541675,0.0266202666507353,2.489271240951499e-05,0.973006342663122,0.0002887554639503,0.0267049018729276,0.0,0.9681024783184476,0.00523244814848,0.0266650735330724,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7968356383985025,0.1764445241011241,0.026276747219484,0.0004430902808893,1.9914169927611993e-05,0.012570819766805,0.0009359659865977,0.5785165934820922,2.489271240951499e-05,0.2274347562007746,2.489271240951499e-05,0.000253905666577,0.0,0.00523244814848,0.0,0.0,0.169932590534795,0.0050731347890591
SAMN55279295,"Central Oklahoma (OK-B), OK",MU,2025-12-16,220649,220649,0,212900,3464,4270,15,216252,112,4279,6,78828,137536,4212,73,216356,8,4285,0,175181,41155,1250,3063,216341,23,4285,0,216296,68,4279,6,216273,86,4290,0,215261,1093,4295,0,220649,0,0,0,220649,0,0,0,181908,34432,4233,76,2,3479,116,137607,7,44218,23,74,0,1093,0,0,32953,1079,1.0,0.0,0.9648808741485344,0.0156991420763293,0.0193520025017108,6.79812734252138e-05,0.9800724227166224,0.0005075935082415,0.0193927912657659,2.719250937008552e-05,0.3572551881041835,0.6233248281206804,0.0190891415778,0.000330842197336,0.9805437595457038,3.6256679160114025e-05,0.019419983775136,0.0,0.793935163993492,0.1865179538543116,0.0056651061187678,0.0138817760334286,0.9804757782722786,0.0001042379525853,0.019419983775136,0.0,0.9802718344520028,0.0003081817728609,0.0193927912657659,2.719250937008552e-05,0.9801675964994176,0.0003897593009712,0.0194426441996111,0.0,0.9755811265856632,0.0049535687902505,0.0194653046240862,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8244224990822528,0.1560487471051307,0.0191843153605953,0.000344438452021,9.064169790028506e-06,0.0157671233497545,0.0005257218478216,0.6236466061482264,3.172459426509977e-05,0.2003997298877402,0.0001042379525853,0.000335374282231,0.0,0.0049535687902505,0.0,0.0,0.1493457935454047,0.0048901196017203
SAMN55279296,"Central Oklahoma (OK-B), OK",MU,2025-12-23,291662,291662,0,280728,7251,3650,33,287743,236,3663,20,93441,194538,3578,105,287967,12,3683,0,263316,24653,1178,2515,287976,3,3683,0,287944,35,3681,2,287937,37,3688,0,285503,2461,3698,0,291662,0,0,0,291662,0,0,0,225999,61974,3565,124,2,7284,255,194633,3,27168,3,37,0,2461,0,0,58921,897,1.0,0.0,0.9625114001824028,0.0248609692040786,0.0125144859460608,0.0001131446674575,0.986563213582846,0.0008091558036357,0.0125590580877865,6.857252573184028e-05,0.3203742688454444,0.6669981005410373,0.0122676248534262,0.0003600057600921,0.9873312258710424,4.114351543910417e-05,0.0126276306135183,0.0,0.9028121592802628,0.0845259238433529,0.0040389217656053,0.0086229951107789,0.987362083507622,1.0285878859776042e-05,0.0126276306135183,0.0,0.9872523674664508,0.0001200019200307,0.0126207733609452,6.857252573184028e-06,0.9872283670824448,0.0001268591726039,0.0126447737449513,0.0,0.9788830907008798,0.0084378492913029,0.0126790600078172,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7748661121435085,0.2124856854852534,0.0122230527117005,0.0004251496595374,6.857252573184028e-06,0.0249741138715362,0.0008742997030809,0.6673238200382635,1.0285878859776042e-05,0.0931489189541318,1.0285878859776042e-05,0.0001268591726039,0.0,0.0084378492913029,0.0,0.0,0.202018089432288,0.003075477779073
SAMN55279297,"Central Oklahoma (OK-B), OK",MU,2025-12-30,265121,265121,0,254527,5573,4995,26,259960,139,5014,8,152958,107141,4971,51,260089,10,5022,0,192474,67614,2526,2507,260096,3,5022,0,260081,18,5021,1,260072,19,5030,0,257756,2338,5027,0,265121,0,0,0,265121,0,0,0,179910,80186,4868,157,2,5599,146,107191,9,70121,3,19,0,2338,0,0,77411,2284,1.0,0.0,0.9600408869912228,0.0210205905982551,0.0188404539813896,9.806842913235844e-05,0.9805334168172268,0.0005242889095922,0.0189121193719094,3.01749012714949e-05,0.5769365685856647,0.4041211371411544,0.0187499292775751,0.0001923649956057,0.9810199871002298,3.771862658936863e-05,0.0189422942731809,0.0,0.7259854934162138,0.255030721821357,0.0095277250764745,0.0094560596859547,0.9810463901388424,1.1315587976810589e-05,0.0189422942731809,0.0,0.9809898121989582,6.789352786086354e-05,0.0189385224105219,3.7718626589368626e-06,0.9809558654350278,7.166539051980039e-05,0.0189724691744524,0.0,0.97222023151693,0.0088186148965943,0.0189611535864756,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.678595810969331,0.3024505791695113,0.0183614274237046,0.000592182437453,7.543725317873725e-06,0.0211186590273874,0.0005506919482047,0.4043097302741013,3.394676393043177e-05,0.2644867815073117,1.1315587976810589e-05,7.166539051980039e-05,0.0,0.0088186148965943,0.0,0.0,0.2919836602909615,0.0086149343130117
SAMN54959809,"Palo Alto RWQCP, CA",MU,2025-08-25,240836,240836,0,238141,888,1793,14,238942,87,1805,2,45125,193904,1727,80,239013,16,1807,0,226889,12122,581,1244,239029,0,1807,0,239020,9,1806,1,239013,2,1821,0,237802,1216,1818,0,240836,0,0,0,240836,0,0,0,206919,32106,1645,166,0,902,89,193982,15,13366,0,10,0,1216,0,0,30938,318,1.0,0.0,0.9888098124865052,0.0036871564051885,0.0074449002640801,5.8130844225946286e-05,0.9921357272168612,0.0003612416748326,0.007494726701988,8.304406317992327e-06,0.1873681675497018,0.805128801341992,0.0071708548555863,0.0003321762527196,0.99243053364115,6.643525054393862e-05,0.007503031108306,0.0,0.9420892225414804,0.0503330066933514,0.0024124300353767,0.0051653407297912,0.992496968891694,0.0,0.007503031108306,0.0,0.992459599063263,3.736982843096547e-05,0.007498878905147,4.152203158996164e-06,0.99243053364115,8.304406317992327e-06,0.007561161952532,0.0,0.9874022156156056,0.0050490790413393,0.007548705343055,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8591697254563271,0.1333106346227308,0.0068303741965486,0.0006892657243933,0.0,0.0037452872494145,0.0003695460811506,0.8054526731883938,6.228304738494245e-05,0.0554983474231427,0.0,4.152203158996163e-05,0.0,0.0050490790413393,0.0,0.0,0.1284608613330233,0.0013204006045607
SAMN54959810,"Palo Alto RWQCP, CA",MU,2025-09-02,329235,329234,1,326968,1001,1251,14,327885,84,1264,1,52610,275359,1090,175,327951,18,1265,0,317721,10232,787,494,327968,1,1265,0,327958,11,1264,1,327954,4,1276,0,326490,1464,1280,0,329234,0,0,0,329234,0,0,0,286420,41544,973,297,0,1015,85,275525,17,10726,1,12,0,1464,0,0,40090,299,0.9999969626558536,3.0373441462784942e-06,0.9931143408203866,0.0030403814904247,0.0037997175269943,4.2522818047898915e-05,0.995899585402524,0.0002551369082873,0.003839203000896,3.0373441462784942e-06,0.1597946755357115,0.8363600467750999,0.0033107051194435,0.0005315352255987,0.9961000501161784,5.4672194633012894e-05,0.0038422403450422,0.0,0.9650280194997494,0.0310781053047215,0.0023903898431211,0.0015004480082615,0.9961516849666652,3.0373441462784942e-06,0.0038422403450422,0.0,0.9961213115252024,3.341078560906343e-05,0.003839203000896,3.0373441462784942e-06,0.9961091621486172,1.2149376585113975e-05,0.0038756511306513,0.0,0.9916624903184657,0.0044466718301517,0.0038878005072364,0.0,0.9999969626558536,0.0,0.0,0.0,0.9999969626558536,0.0,0.0,0.0,0.8699561103770863,0.1261834252129937,0.0029553358543289,0.0009020912114447,0.0,0.0030829043084726,0.0002581742524336,0.836864245903382,5.16348504867344e-05,0.0325785533129831,3.0373441462784942e-06,3.644812975534193e-05,0.0,0.0044466718301517,0.0,0.0,0.1217671268243048,0.0009081658997372
SAMN54959811,"Palo Alto RWQCP, CA",MU,2025-09-08,371568,371568,0,367764,2209,1574,21,369866,107,1593,2,61821,308152,1422,173,369953,20,1595,0,357801,12157,934,676,369972,1,1595,0,369961,12,1595,0,369964,4,1600,0,368117,1828,1623,0,371568,0,0,0,371568,0,0,0,322522,47439,1281,326,0,2230,109,308319,18,12833,1,12,0,1828,0,0,45804,414,1.0,0.0,0.9897623046118073,0.0059450760022391,0.0042361021401197,5.651724583387159e-05,0.9954194117900358,0.0002879688240106,0.0042872367911122,5.382594841321104e-06,0.166378697842656,0.8293286827713904,0.0038270249321793,0.0004655944537742,0.9956535546656332,5.382594841321104e-05,0.0042926193859535,0.0,0.9629489084097662,0.0327181027429703,0.0025136717908969,0.0018193170563665,0.9957046893166258,2.691297420660552e-06,0.0042926193859535,0.0,0.9956750850449984,3.2295569047926627e-05,0.0042926193859535,0.0,0.9956831589372604,1.0765189682642207e-05,0.0043060758730568,0.0,0.9907123326013004,0.0049196916849674,0.004367975713732,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8680026267062826,0.1276724583387159,0.0034475519958661,0.0008773629591353,0.0,0.006001593248073,0.000293351418852,0.8297781294406408,4.8443353571889936e-05,0.0345374197993368,2.691297420660552e-06,3.2295569047926627e-05,0.0,0.0049196916849674,0.0,0.0,0.1232721870559359,0.0011141971321534
SAMN54959812,"Palo Alto RWQCP, CA",MU,2025-09-15,105809,105809,0,105241,174,392,2,105368,47,394,0,14709,90706,343,51,105413,2,394,0,102300,3112,233,164,105415,0,394,0,105409,6,394,0,105410,2,397,0,104985,420,404,0,105809,0,0,0,105809,0,0,0,93984,11431,296,98,0,176,47,90754,2,3276,0,6,0,420,0,0,11046,82,1.0,0.0,0.9946318366112524,0.001644472587398,0.0037047888175864,1.8901983763195947e-05,0.9958321125802152,0.0004441966184351,0.0037236908013496,0.0,0.1390146395864246,0.8572616696122258,0.0032416902153881,0.0004820005859614,0.9962574072148872,1.8901983763195947e-05,0.0037236908013496,0.0,0.9668364694874728,0.0294114867355328,0.0022020811084123,0.001549962668582,0.9962763091986504,0.0,0.0037236908013496,0.0,0.9962196032473608,5.670595128958784e-05,0.0037236908013496,0.0,0.9962290542392424,1.8901983763195947e-05,0.0037520437769943,0.0,0.9922123826895632,0.0039694165902711,0.0038182007201655,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.888242021000104,0.1080342881985464,0.002797493596953,0.0009261972043966,0.0,0.0016633745711612,0.0004441966184351,0.8577153172225425,1.8901983763195947e-05,0.0309614494041149,0.0,5.670595128958784e-05,0.0,0.0039694165902711,0.0,0.0,0.1043956563241312,0.000774981334291
SAMN54959813,"Palo Alto RWQCP, CA",MU,2025-09-22,306727,306726,1,305145,532,1036,13,305578,99,1048,1,40360,265317,938,111,305663,14,1049,0,297256,8410,591,469,305677,0,1049,0,305665,12,1049,0,305664,4,1058,0,304607,1054,1065,0,306726,0,0,0,306726,0,0,0,274194,31481,819,232,1,545,100,265415,12,8879,0,12,0,1054,0,0,30474,235,0.9999967397718492,3.2602281507659905e-06,0.9948423190654884,0.0017344413762075,0.0033775963641935,4.238296595995788e-05,0.99625399785477,0.0003227625869258,0.0034167191020027,3.2602281507659905e-06,0.1315828081649153,0.8649939522767803,0.0030580940054184,0.000361885324735,0.996531117247585,4.564319411072387e-05,0.0034199793301535,0.0,0.9691223791840952,0.0274185187479419,0.0019267948371027,0.0015290470027092,0.9965767604416956,0.0,0.0034199793301535,0.0,0.9965376377038864,3.912273780919189e-05,0.0034199793301535,0.0,0.9965343774757356,1.3040912603063962e-05,0.0034493213835104,0.0,0.993088316320376,0.0034362804709073,0.0034721429805657,0.0,0.9999967397718492,0.0,0.0,0.0,0.9999967397718492,0.0,0.0,0.0,0.89393499757113,0.1026352424142641,0.0026701268554773,0.0007563729309777,3.2602281507659905e-06,0.0017768243421674,0.0003260228150765,0.8653134546355554,3.912273780919189e-05,0.0289475657506512,0.0,3.912273780919189e-05,0.0,0.0034362804709073,0.0,0.0,0.0993521926664428,0.00076615361543
SAMN54959814,"Palo Alto RWQCP, CA",MU,2025-09-29,595601,595600,1,592165,1460,1956,19,593475,150,1971,4,80798,512827,1701,274,593581,44,1975,0,575549,18045,1131,875,593625,0,1975,0,593614,11,1974,1,593597,7,1996,0,591824,1765,2011,0,595600,0,0,0,595600,0,0,0,531940,61674,1590,396,1,1479,151,513078,43,18920,0,12,0,1765,0,0,59713,439,0.9999983210236384,1.6789763616918038e-06,0.994231037221227,0.00245130548807,0.0032840777634691,3.190055087214427e-05,0.9964304962550432,0.0002518464542537,0.0033092624088945,6.715905446767215e-06,0.1356579320719743,0.8610244106373226,0.0028559387912377,0.0004600395231035,0.9966084677493826,7.387495991443936e-05,0.0033159783143413,0.0,0.966333165995356,0.0302971284467285,0.0018989222650734,0.0014691043164803,0.996682342709297,0.0,0.0033159783143413,0.0,0.9966638739693184,1.846873997860984e-05,0.0033142993379796,1.6789763616918038e-06,0.9966353313711696,1.1752834531842626e-05,0.0033512368179368,0.0,0.99365850628189,0.002963393278386,0.0033764214633622,0.0,0.9999983210236384,0.0,0.0,0.0,0.9999983210236384,0.0,0.0,0.0,0.8931146858383381,0.1035491881309803,0.0026695724150899,0.0006648746392299,1.6789763616918038e-06,0.0024832060389421,0.0002535254306154,0.8614458337041073,7.219598355274756e-05,0.0317662327632089,0.0,2.0147716340301643e-05,0.0,0.002963393278386,0.0,0.0,0.1002567154857026,0.0007370706227827
SAMN54959815,"Palo Alto RWQCP, CA",MU,2025-10-06,475859,475859,0,472384,1026,2428,21,473293,117,2447,2,77174,396236,2311,138,473386,24,2449,0,448473,24909,955,1522,473408,2,2449,0,473390,20,2448,1,473381,10,2468,0,472411,978,2470,0,475859,0,0,0,475859,0,0,0,421861,51541,2191,266,0,1047,119,396349,23,26431,2,21,0,978,0,0,50362,527,1.0,0.0,0.9926974166717452,0.0021561008618099,0.0051023517470511,4.413071939377e-05,0.994607646382647,0.0002458711509081,0.0051422795407883,4.202925656549524e-06,0.1621782923092765,0.8326752252242786,0.0048564805961429,0.0002900018703019,0.9948030824256764,5.043510787859429e-05,0.0051464824664448,0.0,0.9424493389848674,0.052345337589496,0.0020068970010023,0.0031984264246341,0.9948493146078986,4.202925656549524e-06,0.0051464824664448,0.0,0.9948114882769896,4.202925656549524e-05,0.0051443810036166,2.101462828274762e-06,0.9947925751115352,2.101462828274762e-05,0.0051864102601821,0.0,0.9927541561681086,0.0020552306460527,0.0051906131858386,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8865252101988194,0.1083114956321095,0.00460430505675,0.000558989112321,0.0,0.0022002315812036,0.0002500740765646,0.8329126905238736,4.833364505031953e-05,0.0555437640141302,4.202925656549524e-06,4.413071939377e-05,0.0,0.0020552306460527,0.0,0.0,0.1058338709575735,0.0011074709105007
SAMN54959816,"Palo Alto RWQCP, CA",MU,2025-10-14,464642,464642,0,461863,1125,1634,20,462705,283,1645,9,69023,393965,1491,163,462952,36,1654,0,448330,14638,918,756,462987,1,1654,0,462960,28,1654,0,462928,47,1667,0,461431,1545,1666,0,464642,0,0,0,464642,0,0,0,409619,53364,1274,385,2,1145,292,394104,26,15394,1,28,0,1545,0,0,51764,343,1.0,0.0,0.9940190512265356,0.0024212189169295,0.0035166859646781,4.30438918565261e-05,0.9958311990736954,0.0006090710697698,0.0035403601051992,1.9369751335436744e-05,0.14855092738065,0.8478893427628152,0.003208922137904,0.0003508077186306,0.9963627911381236,7.747900534174698e-05,0.0035597298565347,0.0,0.9648934018018172,0.0315038244497914,0.0019757146362145,0.0016270591121766,0.9964381179488724,2.152194592826305e-06,0.0035597298565347,0.0,0.9963800086948662,6.026144859913654e-05,0.0035597298565347,0.0,0.9963111384678958,0.0001011531458628,0.0035877083862414,0.0,0.9930893031624348,0.0033251406459166,0.0035855561916486,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8815797969189182,0.1148497122515829,0.0027418959112607,0.0008285949182381,4.30438918565261e-06,0.0024642628087861,0.0006284408211052,0.8481884978112181,5.595705941348393e-05,0.0331308835619681,2.152194592826305e-06,6.026144859913654e-05,0.0,0.0033251406459166,0.0,0.0,0.1114062009030608,0.0007382027453394
SAMN54959817,"Palo Alto RWQCP, CA",MU,2025-10-22,633704,633704,0,630460,1290,1929,25,631570,180,1950,4,80739,551011,1707,247,631727,23,1954,0,614187,17548,1125,844,631750,0,1954,0,631735,15,1953,1,631728,9,1967,0,629396,2320,1988,0,633704,0,0,0,633704,0,0,0,569613,62135,1599,357,2,1315,182,551227,22,18392,0,16,0,2320,0,0,59737,493,1.0,0.0,0.9948808907628798,0.0020356507138979,0.0030440079279916,3.945059523058084e-05,0.9966324971911176,0.0002840442856601,0.0030771464279853,6.312095236892934e-06,0.1274080643328746,0.8695084771439031,0.002693686642344,0.0003897718808781,0.9968802469291655,3.629454761213437e-05,0.0030834585232221,0.0,0.9692017093153902,0.0276911618042493,0.0017752767853761,0.0013318520949844,0.9969165414767778,0.0,0.0030834585232221,0.0,0.9968928711196394,2.3670357138348506e-05,0.0030818804994129,1.5780238092232337e-06,0.9968818249529748,1.4202214283009104e-05,0.0031039728327421,0.0,0.9932018734298664,0.0036610152373979,0.0031371113327357,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8988628760430737,0.0980505093860856,0.0025232600709479,0.0005633544998926,3.156047618446467e-06,0.0020751013091285,0.0002872003332786,0.8698493302866953,3.471652380291114e-05,0.0290230138992337,0.0,2.5248380947571735e-05,0.0,0.0036610152373979,0.0,0.0,0.0942664082915683,0.000777965737947
