sra_accession,site_name,date,n_reads_profiled,total_read_pairs,n_reads_classified_1_clade_non_rrna,n_reads_classified_1_clade_rrna,n_reads_unclassified_0_clade_non_rrna,n_reads_unclassified_0_clade_rrna,n_reads_root_direct_1_non_rrna,n_reads_root_direct_1_rrna,rrna_fraction,n_reads_cellular_organisms_131567_clade_non_rrna,n_reads_cellular_organisms_131567_clade_rrna,n_reads_cellular_organisms_131567_direct_non_rrna,n_reads_cellular_organisms_131567_direct_rrna,n_reads_bacteria_2_clade_non_rrna,n_reads_bacteria_2_clade_rrna,n_reads_archaea_2157_clade_non_rrna,n_reads_archaea_2157_clade_rrna,n_reads_eukaryota_2759_clade_non_rrna,n_reads_eukaryota_2759_clade_rrna,n_reads_viruses_10239_clade_non_rrna,n_reads_viruses_10239_clade_rrna,n_reads_unclassified_entries_2787823_clade_non_rrna,n_reads_unclassified_entries_2787823_clade_rrna,n_reads_other_entries_2787854_clade_non_rrna,n_reads_other_entries_2787854_clade_rrna,n_reads_pmmov_12239_clade_non_rrna,n_reads_tobamovirus_12234_clade_non_rrna,n_reads_tbrv_12275_clade_non_rrna,n_reads_tobrfv_3432872_clade_non_rrna,n_reads_tmv_3432892_clade_non_rrna,n_reads_cgmmv_3432895_clade_non_rrna,fraction_classified_1_clade_non_rrna,fraction_classified_1_clade_rrna,fraction_unclassified_0_clade_non_rrna,fraction_unclassified_0_clade_rrna,fraction_root_direct_1_non_rrna,fraction_root_direct_1_rrna,fraction_cellular_organisms_131567_clade_non_rrna,fraction_cellular_organisms_131567_clade_rrna,fraction_cellular_organisms_131567_direct_non_rrna,fraction_cellular_organisms_131567_direct_rrna,fraction_bacteria_2_clade_non_rrna,fraction_bacteria_2_clade_rrna,fraction_archaea_2157_clade_non_rrna,fraction_archaea_2157_clade_rrna,fraction_eukaryota_2759_clade_non_rrna,fraction_eukaryota_2759_clade_rrna,fraction_viruses_10239_clade_non_rrna,fraction_viruses_10239_clade_rrna,fraction_unclassified_entries_2787823_clade_non_rrna,fraction_unclassified_entries_2787823_clade_rrna,fraction_other_entries_2787854_clade_non_rrna,fraction_other_entries_2787854_clade_rrna,fraction_pmmov_12239_clade_non_rrna,fraction_tobamovirus_12234_clade_non_rrna,fraction_tbrv_12275_clade_non_rrna,fraction_tobrfv_3432872_clade_non_rrna,fraction_tmv_3432892_clade_non_rrna,fraction_cgmmv_3432895_clade_non_rrna
SAMN54592505,"Sacramento, CA",2025-09-04,7953077,932183070,566426,3381633,3836018,169000,1007,76,0.4464476738053949,426465,3380375,3150,62281,404765,3238549,2402,4243,16148,75302,138952,1182,0,0,2,0,7015,87138,0,55275,2988,16043,0.0712210257099683,0.4251980255882795,0.4823313004846367,0.0212496482171154,0.0001266192195516,9.555961060846926e-06,0.0536226725586925,0.4250398494057955,0.0003960738484141,0.00783104729108,0.0508941635043721,0.4072070167900567,0.0003020216739818,0.0005335037503436,0.0020304135319243,0.009468281574315,0.0174714824264573,0.0001486202214231,0.0,0.0,2.515052666815099e-07,0.0,0.0008820496777213,0.0109565168777073,0.0,0.0069501368530888,0.0003757045678577,0.0020172087761559
SAMN54592506,"Sacramento, CA",2025-09-09,7935107,1318976626,676192,3411357,3752834,94724,1267,89,0.4418443267412525,494117,3409999,3639,22406,479757,3352206,2991,4900,7730,30487,180807,1269,0,0,1,0,8116,102292,0,62469,3522,20489,0.085215250687849,0.4299069995832356,0.4729404225708984,0.0119373271580169,0.0001596715007966,1.1215790253725383e-05,0.0622697561582895,0.4297358608363285,0.0004585953482609,0.0028236564053551,0.0604600729938514,0.4224526482266955,0.0003769324129423,0.0006175079127684,0.0009741554032347,0.0038420482915094,0.0227856969581714,0.0001599229566533,0.0,0.0,1.260705914627013e-07,0.0,0.0010227879034497,0.012891058196083,0.0,0.0078724845751822,0.0004438487794547,0.0025820737073507
SAMN54592491,"Sacramento, CA",2025-09-17,7942005,1275342243,678174,2533783,4622489,107559,879,94,0.3325789746385059,523778,2533045,3507,32764,500982,2431672,3437,16327,15852,52282,153517,644,0,0,0,0,6222,77952,0,47732,2427,15445,0.0853907062095443,0.3190358914660846,0.5820303191519497,0.0135430831724213,0.0001106777738371,1.1836603752342402e-05,0.0659502984524162,0.3189429679092105,0.0004415747261189,0.0041254034910091,0.0630799928169401,0.3061788291754787,0.0004327595295811,0.0020557774771873,0.0019959713797759,0.0065829577655353,0.0193297299832909,8.108695312167039e-05,0.0,0.0,0.0,0.0,0.0007834304121037,0.0098151568789765,0.0,0.0060100798971283,0.0003055882877752,0.0019447195188786
SAMN54592492,"Sacramento, CA",2025-09-25,7907816,841967853,727902,3251213,3848449,80252,1098,108,0.4212876233589935,532446,3248855,3070,30586,515576,3148980,3423,7261,10377,62028,194356,2250,0,0,2,0,6537,87308,0,51433,2390,20250,0.0920483947550916,0.4111391608742279,0.4866639818859148,0.0101484624847654,0.0001388466817149,1.36575323394252e-05,0.0673315821957846,0.4108409761473492,0.0003882217568213,0.0038678370234394,0.0651982567784753,0.3982110442025998,0.0004328640870181,0.0009182073460759,0.0013122395734697,0.007843887575234,0.024577712962217,0.0002845271945393,0.0,0.0,2.529153750185908e-07,0.0,0.0008266442495171,0.0110407164695587,0.0,0.0065040679665141,0.0003022346601044,0.0025607635303539
SAMN54592493,"Sacramento, CA",2025-10-03,7959346,1058074144,851064,3754748,3295049,58485,720,145,0.4790887413090987,550895,3752740,1919,17503,539539,3709903,3435,9642,6002,15692,299447,1863,0,0,2,0,5881,63689,0,35342,1451,16076,0.1069263656212957,0.4717407829352784,0.4139848930696055,0.0073479583738202,9.046021488075944e-05,1.8217374100929893e-05,0.0692135846063949,0.4714885008852851,0.0002411009193915,0.002199049412657,0.0677868397640272,0.4661065302827264,0.0004315668112017,0.0012114039532581,0.0007540771117743,0.0019715172366435,0.03762206952075,0.0002340646758923,0.0,0.0,2.512792700630216e-07,0.0,0.00073888265913,0.008001794441053,0.0,0.0044403117464217,0.0001823002422909,0.0020197683276404
SAMN54592494,"Sacramento, CA",2025-10-10,7964329,1147545503,931338,2026543,4969718,36730,1165,71,0.2590643669563163,708351,2025747,3394,8923,694371,2002765,3174,4710,7412,9349,221819,725,0,0,3,0,7732,109576,0,66322,2786,26324,0.11693865665528,0.25445254959238,0.6239969763884036,0.0046118173639362,0.000146277362136,8.915309560847569e-06,0.0889404513739471,0.2543526042424922,0.0004261520658616,0.0011203682587539,0.0871851234488148,0.2514669932703746,0.0003985262460609,0.0005913852499086,0.0009306496132096,0.001173857463455,0.027851551315997,9.103004032702078e-05,0.0,0.0,3.766031998588638e-07,0.0,0.0009708283307009,0.0137583356535444,0.0,0.0083273748624332,0.0003498085067857,0.0033052363081631
SAMN54592495,"Sacramento, CA",2025-10-15,7960629,1146217143,1089043,1968474,4865255,37857,1112,73,0.2520318422405168,902358,1967652,4495,10845,881910,1934944,5751,10249,10202,11614,185573,749,0,0,0,0,6282,91330,0,57054,2224,20486,0.1368036825227357,0.2472763068200573,0.6111644752367476,0.0047555354204594,0.0001396874717788,9.170216778175351e-06,0.1133526516382313,0.2471730482297462,0.0005646551191072,0.0013623309476089,0.1107840135552069,0.2430643214962909,0.0007224269782209,0.0012874644808541,0.0012815559856962,0.0014589313049922,0.0233113434127254,9.408837353290714e-05,0.0,0.0,0.0,0.0,0.0007891304344332,0.0114727021799469,0.0,0.0071670239629712,0.0002793746009307,0.0025734065552319
SAMN54592496,"Sacramento, CA",2025-10-23,7972941,1475082535,923170,3766091,3205128,78552,690,131,0.4822114922089844,731125,3765334,3922,26733,715103,3687817,3316,7914,8784,42870,191354,625,0,0,1,1,8384,106045,0,62095,3024,25694,0.1157878605981979,0.4723591562888142,0.4020006471928176,0.0098523359201702,8.654326714064848e-05,1.6430576890045584e-05,0.0917007767621144,0.4722642104852783,0.0004919144124933,0.0033529759730991,0.0896912288757155,0.4625416931275905,0.0004159062905062,0.0009926057062661,0.0011017271833992,0.0053769356783225,0.0240004151562095,7.838981391249689e-05,0.0,0.0,1.2541273330530778e-07,1.2541273330530778e-07,0.0010515579768641,0.0133006088083811,0.0,0.0077882117561198,0.000379283434141,0.0032226523094374
SAMN54592497,"Sacramento, CA",2025-10-29,7939332,1644298737,1016609,3757756,3103849,61118,753,126,0.4810069542660641,788711,3756832,3400,16788,769982,3716756,3569,7600,11760,15688,227145,795,0,0,0,3,12710,148452,0,91541,3941,30074,0.1280472059507599,0.473308822408178,0.3909458397831759,0.007698131857886,9.484422796714416e-05,1.587039755244412e-05,0.0993422653330798,0.4731924401066119,0.0004282482291735,0.0021145385627266,0.0969832484847515,0.4681446522480159,0.0004495351086794,0.0009572624521263,0.0014812335104752,0.0019759868437428,0.0286100963897129,0.0001001339755717,0.0,0.0,0.0,3.779284418665544e-07,0.001600891794111,0.018698301247187,0.0,0.0115300593624377,0.0004963911754528,0.0037879784502401
SAMN54592498,"Sacramento, CA",2025-11-05,7923612,1371684300,869754,2689391,4237931,126536,1232,123,0.355384296133824,648376,2686600,4884,23301,626004,2624989,4498,9939,12990,28371,220146,2667,0,0,0,1,9046,134602,1,86581,4013,27636,0.1097673737195535,0.3394147852177923,0.5348483301466224,0.0159695109160317,0.0001554858588119,1.55231468941715e-05,0.081828361404302,0.3390625494758226,0.0006163880779289,0.0029406984496557,0.0790049103299169,0.3312869291983555,0.0005676685697393,0.0012543551044459,0.0016393944267168,0.0035805667233653,0.0277835264564394,0.0003365864089256,0.0,0.0,0.0,1.2618614980819704e-07,0.0011416474408428,0.0169874591518092,1.2624502847077882e-07,0.0109269731681384,0.0005064609775883,0.0034878051280592
SAMN54592499,"Sacramento, CA",2025-11-12,7956439,1224409210,1078291,1869317,4966411,42420,1226,60,0.2402754698247357,790264,1868871,3590,9346,772837,1841468,3885,5173,9952,12884,286797,386,0,0,4,0,12019,167094,0,117000,3559,27987,0.1355243176025402,0.2349439369755141,0.624200212572724,0.0053315328492216,0.0001540889685688,7.54094941654214e-06,0.0993238303939053,0.2348878812566112,0.0004512071842855,0.0011746462351684,0.0971335302863141,0.2314437534713665,0.000488283677521,0.0006501659800963,0.0012508092457844,0.0016193155699797,0.036045895527174,4.851476948638836e-05,0.0,0.0,5.027128919892777e-07,0.0,0.0015105997862872,0.0210011024511757,0.0,0.0147050709916292,0.000447311853208,0.0035175275275744
SAMN54592500,"Sacramento, CA",2025-11-20,7959706,824146409,888402,4437906,2534657,98741,662,92,0.5699517854509557,715481,4437158,2361,31818,702352,4346933,2548,5594,8220,52813,172259,656,0,0,0,0,8419,106091,0,75622,1814,14712,0.1116124070496667,0.557546655892945,0.3184358074993776,0.0124051295580105,8.316669798953238e-05,1.1558796579284058e-05,0.089887882879453,0.5574526829625465,0.0002966195858098,0.0039973992231924,0.0882384486659934,0.5461174464915927,0.0003201127823085,0.0007027905138681,0.0010327018453411,0.0066350467338931,0.0216413574722241,8.241413381932093e-05,0.0,0.0,0.0,0.0,0.001057703808663,0.0133284994944963,0.0,0.0095005956268289,0.000227895599336,0.001848307175056
SAMN54592501,"Sacramento, CA",2025-11-25,7950630,962842655,874103,2872599,4095468,108460,1063,123,0.3749463264815534,549995,2871246,5332,28379,529122,2809165,4026,4528,11515,29174,323044,1229,0,0,1,1,15118,221243,0,161392,3689,30423,0.1099413054891161,0.3613046211071237,0.5151123680293304,0.0136417053744297,0.0001337004437859,1.5470159590025195e-05,0.06917626780626,0.3611344481315967,0.0006706361986009,0.0035694026434469,0.0665509445670981,0.353326134057559,0.0005063752238805,0.000569513145403,0.0014483118166804,0.0036693982851876,0.0406312114968136,0.000154577026609,0.0,0.0,1.2574225654035772e-07,1.2578932803340964e-07,0.0019014873849465,0.0278270757602287,0.0,0.0202992446546632,0.000463988131917,0.0038264853286322
SAMN54592502,"Sacramento, CA",2025-12-03,7947967,706837520,1079486,3053815,3730080,84586,1230,161,0.3948685068569409,804431,3051414,4620,18490,784763,3012476,3906,3940,11142,16508,273824,2240,0,0,1,0,13193,177803,1,137850,2445,16049,0.1358191187344118,0.3842260418141353,0.4693123744086471,0.0106424650428056,0.0001547568920043,2.025701094172066e-05,0.1012121711318096,0.3839239526908489,0.0005812790168665,0.0023263854050272,0.0987375792915349,0.37902483461884,0.0004914475855024,0.0004957227808336,0.0014018652379056,0.0020770098861478,0.0344520648962013,0.0002818321123447,0.0,0.0,1.258143965891214e-07,0.0,0.0016599227459457,0.0223708748877366,1.2585581957309708e-07,0.0173440553361785,0.000307626287178,0.0020192569399488
SAMN54592503,"Sacramento, CA",2025-12-11,7954657,818472806,933078,1546361,5408775,66443,1739,83,0.2027497585304093,600719,1545374,3674,10355,583092,1518804,3578,3761,10375,12454,330618,904,0,0,2,0,14221,203865,0,163091,2880,14638,0.1172995746765045,0.1943970401897587,0.6799506667930861,0.0083527183406505,0.0002186124350125,1.0434094085820522e-05,0.0755179146419894,0.1942729626560351,0.0004618667490045,0.0013017523799088,0.0733019840404644,0.1909327865343942,0.0004497973944298,0.0004728051135591,0.0013042664580904,0.0015656186281728,0.0415627961509035,0.0001136434396378,0.0,0.0,2.5144859908210274e-07,0.0,0.0017877515613902,0.0256283624946168,0.0,0.0205025630898217,0.0003620533002769,0.0018401802196814
SAMN55039074,"Sacramento, CA",2025-12-24,7949919,1048828535,788227,3037865,4029590,94237,1588,129,0.3939791504787669,567947,3036883,3389,18693,550890,2997111,4009,4556,9659,16523,218692,853,0,0,0,0,7019,104133,0,87101,1004,4185,0.0991490476598093,0.3821253073193006,0.5068718018614237,0.0118538431594663,0.000199751030405,1.6226555800167077e-05,0.0714405902384242,0.3820017841746204,0.0004262940770101,0.0023513457521163,0.0692950364047579,0.3769989628260934,0.0005042814905143,0.0005730887144144,0.0012149782661417,0.0020783868819961,0.02750870639098,0.00010729658888,0.0,0.0,0.0,0.0,0.0008829009775528,0.013098618804863,0.0,0.0109562103869339,0.0001262903470774,0.0005264193839103
SAMN55039075,"Sacramento, CA",2025-12-29,7937485,1404145000,800733,2297696,4779298,59758,1545,112,0.2970026509650231,540119,2297102,3008,12351,525904,2266870,3665,4558,7542,13323,259069,482,0,0,0,0,9074,124187,0,102630,1209,5298,0.1008799315648595,0.2894740666100918,0.6021174174701174,0.0075285843549313,0.0001946471365083,1.411029719451547e-05,0.0680466106470042,0.2893992320219863,0.0003789613692551,0.0015560352049311,0.0662557427309624,0.285590468022781,0.0004617326993478,0.0005742379512503,0.0009501738474388,0.0016784908430237,0.032638673781347,6.072429091096918e-05,0.0,0.0,0.0,0.0,0.0011431824870677,0.0156456337599273,0.0,0.012929786307045,0.0001523152023137,0.0006674665792242
SAMN54927434,"NYC (Hospital A), NY",2025-08-28,7950513,1123370007,440026,4381062,2536857,592568,440,99,0.6255734875120069,290735,4379634,1591,128808,279621,4076525,5688,9308,3835,164993,148851,1329,0,0,0,0,565,4631,0,1895,827,599,0.0553456256309016,0.5510413270905792,0.3190808868570915,0.0745321604214276,5.5342191648584995e-05,1.2451972935714909e-05,0.0365681058900383,0.5508617177070845,0.0002001133710726,0.0162012272774531,0.0351702079802845,0.5127372657694031,0.0007154259048022,0.0011707415093856,0.0004823586338789,0.0207524831508425,0.0187221775492146,0.000167157410559,0.0,0.0,0.0,0.0,7.106367962630985e-05,0.0005824782639671,0.0,0.0002383495286969,0.0001040190185493,7.534096730236683e-05
SAMN54927435,"NYC (Hospital A), NY",2025-09-03,7896805,2008458582,566233,6141268,1179989,9315,841,43,0.778869801928413,522665,6141195,861,5439,504282,6131783,542,203,16980,3770,42727,30,0,0,0,0,14,140,0,77,18,2,0.0717039626881609,0.7776902099966831,0.149426235383426,0.0011795919317298,0.0001064996958535,5.4458876465849695e-06,0.0661868217974121,0.7776809656997434,0.0001090290891812,0.0006887568868754,0.0638589153440984,0.776489081778253,6.863594210176839e-05,2.570860143853315e-05,0.0021502414220306,0.0004774184331764,0.0054106411948952,3.798409293205448e-06,0.0,0.0,0.0,0.0,1.7731551594842425e-06,1.7730151419585385e-05,0.0,9.751457509409332e-06,2.2794711004289177e-06,2.533554604267994e-07
SAMN54927436,"NYC (Hospital A), NY",2025-09-12,15934121,1134893036,904763,6260491,6398024,2370843,899,148,0.5416887445501387,674213,6256858,3120,343170,607016,5301079,1548,124247,62529,488362,229651,3484,0,0,0,1,63292,89556,0,1692,365,1566,0.0567814817020656,0.3928984221972457,0.4015297737477957,0.1487903223528928,5.641980502093589e-05,9.288243763179656e-06,0.0423125317047611,0.3926704209162212,0.0001958062198724,0.0215368014338538,0.0380953552442585,0.332687256485626,9.71500090905548e-05,0.0077975433975931,0.0039242202315396,0.0306488195991482,0.0144125301922835,0.0002186502788575,0.0,0.0,0.0,6.275840380526795e-08,0.003972104893643,0.0056203916111845,0.0,0.0001061872192385,2.2906817388922803e-05,9.82796603590496e-05
SAMN54927437,"NYC (Hospital A), NY",2025-10-15,7948649,153952947,959857,4843640,1949378,195774,1393,836,0.6339964266241989,936705,4842756,1005,31616,930691,4749401,1084,3096,3925,58643,21759,48,0,0,0,0,1771,4863,0,774,358,254,0.1207568753308609,0.6093665196758757,0.2452466980449401,0.0246299069483231,0.000175246979089,0.0001051758770849,0.117844193454305,0.6092553046345823,0.0001264326007061,0.0039775507918578,0.1170875948867766,0.5975104785182987,0.000136375263414,0.0003894985714679,0.0004937907034082,0.0073777767529576,0.0027374348974668,6.039164208575677e-06,0.0,0.0,0.0,0.0,0.000222805231973,0.0006118007364893,0.0,9.737581850919787e-05,4.503925754532032e-05,3.195475927766999e-05
SAMN54927438,"NYC (Hospital A), NY",2025-10-23,7960782,133483488,611421,4227688,2298993,822680,750,120,0.6344060456920613,497956,4227374,859,91795,469663,3987393,629,42433,26805,105753,112714,194,0,0,1,0,10837,23559,0,952,1946,5388,0.0768041155975584,0.5310641995220995,0.2887898387103803,0.1033418461699618,9.421420509588747e-05,1.5075002313595723e-05,0.0625511605643807,0.5310247559604728,0.0001079055394619,0.0115309288690731,0.0589971098034637,0.5008793090344368,7.90121577494787e-05,0.005330273447539,0.0033671330637056,0.0132842446094237,0.0141586152053699,2.4368559312986907e-05,0.0,0.0,1.2562271178230488e-07,0.0,0.0013612967287476,0.0029593767643632,0.0,0.0001195847642404,0.0002444489803317,0.0006768151415366
SAMN54927439,"NYC (Hospital A), NY",2025-10-25,7960158,161652346,775257,5171036,1819651,194214,1142,158,0.6740129514097536,632386,5170382,1029,64399,593558,5051217,774,6454,37025,48312,141728,496,0,0,1,0,11299,22199,0,841,1393,4590,0.0973921956573323,0.6496146217026145,0.2285948529329141,0.024398329707139,0.000143467343209,1.9849607080413493e-05,0.0794439874388894,0.6495324613392817,0.0001292687887982,0.0080901934606474,0.0745661892944684,0.6345622238132202,9.723457707427728e-05,0.0008107823337026,0.0046512947785484,0.0060692617317113,0.0178046152291617,6.231075625241654e-05,0.0,0.0,1.2564607210275236e-07,0.0,0.0014194397598516,0.0027887494450211,0.0,0.0001056494737878,0.0001749949513845,0.0005766193774277
SAMN55951730,"NYC (Hospital A), NY",2025-12-04,7965033,197100947,430500,3549377,3626904,358252,69,21,0.4905978253028925,425359,3549322,7026,158250,397882,3220909,1414,11753,19037,158410,5072,33,0,0,0,1,554,840,0,87,4,54,0.0540487231180055,0.445619679890183,0.4553534515791018,0.0449781454127095,8.663061505667594e-06,2.6365719693637737e-06,0.0534032749529487,0.4456127745605825,0.0008821061995053,0.0198681056141084,0.0499535715010904,0.4043809009562115,0.0001775266693832,0.0014755756611881,0.0023900705829696,0.0198881923290744,0.0006367851035512,4.143204948176769e-06,0.0,0.0,0.0,1.2555268291017057e-07,6.95545291496342e-05,0.0001054618797332,0.0,1.0923055141770738e-05,5.021709018864406e-07,6.779554873280002e-06
SAMN55951731,"NYC (Hospital A), NY",2025-12-11,7951585,241436450,495704,3854803,2518758,1082320,1077,1058,0.6208981583833271,417742,3853337,1764,190461,396241,3304230,1406,34591,18331,324055,76884,408,0,0,1,0,677,15841,0,2986,390,10875,0.0623402335776718,0.4847842354882798,0.316761608039001,0.1361139228950472,0.0001354449796856,0.0001330564537925,0.052535653569094,0.4845998688815736,0.00022184210498,0.023952611014838,0.049831660920119,0.4155435111350302,0.0001768204987038,0.0043502016335889,0.002305330045291,0.0407535450981164,0.0096690092415894,5.131015291373421e-05,0.0,0.0,1.2578730272777314e-07,0.0,8.514100221962206e-05,0.0019921829693894,0.0,0.0003755239412945,4.904612243013929e-05,0.0013676527237062
SAMN55951732,"NYC (Hospital A), NY",2025-12-19,7972997,174619953,41334,3795624,581437,3554602,7,38,0.9218899445318416,40011,3795557,3822,75088,32845,3676861,27,744,3317,42864,1315,29,0,0,1,0,74,393,0,205,19,72,0.0051842498292974,0.4760597191695108,0.0729258056388609,0.4458302253623307,8.779998782540775e-07,4.766082803611512e-06,0.0050183142512205,0.4760513159233846,0.0004793696644643,0.0094177937477743,0.0041195284817573,0.4611640574056023,3.38657911155667e-06,9.331546608317808e-05,0.0004160295258872,0.0053761493039247,0.0001649321493574,3.637163322644576e-06,0.0,0.0,1.2542884120809046e-07,0.0,9.281305162301327e-06,4.9291381157179176e-05,0.0,2.571181308732888e-05,2.3830595305597444e-06,9.030490021413606e-06
SAMN55951733,"NYC (Hospital A), NY",2025-12-23,7954495,155128959,1399057,1942611,4050466,562361,1137,252,0.3149126976669806,1298857,1942299,3012,29518,1271124,1873821,10091,29375,14630,9585,99062,60,0,0,1,0,1362,9248,0,4425,55,1618,0.175882568419818,0.2442154180536259,0.5092047339132014,0.0706972796133547,0.0001429380551448,3.167974503103977e-05,0.1632859081347704,0.2441761953993236,0.0003786545066186,0.0037108620467487,0.1597994468272305,0.235567485405419,0.001268589943798,0.0036928713124201,0.0018392168571231,0.0012049766347357,0.0124535964899229,7.5429092711855024e-06,0.0,0.0,1.2573997978101124e-07,0.0,0.0001712255679505,0.0011626160871614,0.0,0.0005562908780135,6.914285594311069e-06,0.0002034071176421
SAMN54927459,"NYC (Hospital C), NY",2024-11-13,7957108,800067281,669855,6521055,658090,108108,124,66,0.8331120125653191,471055,6520024,3448,15681,459350,6473523,2542,5977,5715,24843,198676,965,0,0,0,0,1791,44652,0,29105,723,12037,0.0841832228454982,0.8195256530305607,0.0827047645891827,0.0135863595347583,1.558397388426692e-05,8.29452787550974e-06,0.0591992916328893,0.8193960851858454,0.000433323388311,0.0019706909179478,0.0577282768390124,0.813552126904761,0.00031946469912,0.000751154470708,0.0007182267064458,0.0031221128924285,0.0249683472387246,0.0001212733168398,0.0,0.0,0.0,0.0,0.0002250823899232,0.0056115745803393,0.0,0.0036577291975653,9.08612511245747e-05,0.001512731740741
SAMN54927460,"NYC (Hospital C), NY",2025-01-23,7952928,968802257,320122,3229652,3495835,907319,91,7,0.520181861376847,315071,3229543,6310,117227,220710,2863274,7415,163620,80636,85422,4960,102,0,0,0,0,783,4133,0,2183,14,543,0.0402521096677569,0.4060956727576594,0.439566028955396,0.1140861886191876,1.1442042370986514e-05,8.803128339320656e-07,0.0396169958678417,0.4060819668820068,0.0007934169292301,0.0147400957176753,0.0277520695018388,0.3600273933692388,0.0009323610009524,0.0205735436352172,0.0101391484358202,0.0107409341598753,0.0006236717575442,1.2825562818666536e-05,0.0,0.0,0.0,0.0,9.845509842488614e-05,0.0005196851834127,0.0,0.0002744902991303,1.7603806724213903e-06,6.827764946063861e-05
SAMN54927461,"NYC (Hospital C), NY",2025-08-27,7939430,1004840256,1429300,3874278,1829006,806846,518,175,0.5896044398700366,430221,3867941,1270,117501,417678,3622147,2440,55776,8833,72517,998561,6162,0,0,0,0,6354,970776,0,165507,736256,51575,0.1800256314245356,0.4879792650413465,0.2303699287054277,0.1016251748286901,6.524466364952379e-05,2.2041655574914024e-05,0.0541879181468992,0.4871810979648585,0.0001599611585622,0.0147996650010258,0.0526080843739604,0.456222464036482,0.0003073252446304,0.0070251863632762,0.001112547369746,0.0091337825640743,0.1257724686139869,0.0007761254209129,0.0,0.0,0.0,0.0,0.0008003115337039,0.122272836861288,0.0,0.0208462294069422,0.0927341572642271,0.006496068234463
SAMN54927462,"NYC (Hospital C), NY",2025-09-12,7958166,1022268633,826791,6835400,265843,30132,171,124,0.8627028463935964,800233,6834940,193,7929,797302,6817340,95,934,2643,8737,26387,336,0,0,0,0,1646,21254,0,4263,4188,8035,0.1038921093957534,0.8589165458538081,0.0334050442106502,0.0037863005397882,2.1487619695592915e-05,1.5580722515015888e-05,0.1005549186223243,0.8588587450806155,2.4251840949255472e-05,0.0009963369837669,0.1001866167270324,0.8566471691172453,1.193708811356676e-05,0.0001173648156847,0.000332112966229,0.0010978741639186,0.0033157031537334,4.222005067751427e-05,0.0,0.0,0.0,0.0,0.0002068324351024,0.0026707063610309,0.0,0.0005356749727191,0.0005262475014074,0.0010096498996505
SAMN55951734,"NYC (Hospital C), NY",2025-12-04,7924050,256486752,521912,5053456,1387879,960803,260,39,0.7589879680571667,501347,5053314,5581,154908,335282,3875618,792,9132,159692,1013656,20304,102,0,0,1,1,1815,10295,0,5033,33,2227,0.0658643177957611,0.6377361805656252,0.1751477141470721,0.1212517874915415,3.281247465330164e-05,4.9211410404319885e-06,0.0632690520911647,0.6377182611150525,0.0007043099573035,0.0195490973075903,0.0423119100170295,0.4890952935395374,9.99498475440536e-05,0.0011524332210741,0.0201528822692876,0.1279214370468506,0.0025623269807068,1.2872110770224785e-05,0.0,0.0,1.2624923619212104e-07,1.261987620406239e-07,0.0002290501169947,0.0012992094543149,0.0,0.0006351539245466,4.164722432688605e-06,0.0002810443410927
SAMN55951735,"NYC (Hospital C), NY",2025-12-10,7961279,234295411,1787361,5490987,638806,44125,768,424,0.6952543102671072,1200529,5483910,286,8410,1195472,5466224,222,1261,4549,8015,586064,6653,0,0,0,0,7389,555533,0,540567,182,344,0.2245066459631198,0.6897118467374079,0.0802390437697731,0.0055424635296991,9.64673015036876e-05,5.325753952156503e-05,0.1507959501933738,0.6888229236108099,3.592400468190792e-05,0.0010563625479154,0.1501607503792669,0.6866014260812472,2.7884567854903947e-05,0.000158391137275,0.0005713912415701,0.0010067438443722,0.0736142284682422,0.0008356655870764,0.0,0.0,0.0,0.0,0.0009281174895625,0.0697792981698964,0.0,0.0678994497266259,2.286102523505885e-05,4.320912595899444e-05
SAMN55951736,"NYC (Hospital C), NY",2025-12-17,7960291,247131297,886918,5076967,1436408,559998,1051,934,0.7081356472523554,526035,5072966,1412,117834,504995,4821944,1209,13122,18419,120066,359830,3066,0,0,2,1,12352,257494,0,222925,1307,2135,0.1114177014444063,0.6377866015643727,0.1804466513032381,0.0703490456879827,0.0001320297663989,0.0001173330199172,0.0660823769712404,0.6372839825346517,0.0001773780998521,0.014802734057307,0.0634392539056683,0.6057497023965877,0.0001518788262001,0.0016484270994778,0.0023138661395196,0.015083118981279,0.0452030434455612,0.000385160375476,0.0,0.0,2.51261205827769e-07,1.256343277206616e-07,0.001551698276404,0.0323472500752265,0.0,0.0280045808166752,0.0001641898200677,0.0002682051722008
SAMN55951737,"NYC (Hospital C), NY",2025-12-22,7920457,205327492,497753,4119208,1746560,1556936,143,22,0.7166433314714095,479353,4119068,39897,109540,402499,3687899,615,20300,36342,301329,18255,118,0,0,2,0,3956,12202,0,2162,17,2380,0.0628439514939396,0.5200717180839365,0.2205127170346508,0.196571613387473,1.805536972265569e-05,2.777570863944619e-06,0.0605208544757836,0.520054041975724,0.0050372185912624,0.0138300180935861,0.050817622067682,0.4656166233713597,7.764608480880807e-05,0.0025629923246424,0.0045883677320302,0.0380444081861356,0.00230478910876,1.4898537348448446e-05,0.0,0.0,2.525396733533012e-07,0.0,0.0004994669325241,0.0015405703270075,0.0,0.0002729656359136,2.1462403605453704e-06,0.0003004888061397
