sra_accession,site_name,date,total_read_pairs,total_virus_hits,dedup_virus_hits,dup_virus_hits,dup_rate,ra,ra_dedup,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN53059445,"Riverside WQCP, CA",2025-03-27,757286036,1408258,486084.0,922174.0,0.6548331342694308,0.001859611735928,0.000641876354366,1393119,11519,3428,192,0,0,0,0,0,0,0
SAMN53059446,"Riverside WQCP, CA",2025-03-31,706034351,1033132,373380.0,659752.0,0.6385941002698591,0.001463288575884,0.0005288411243322,1008744,17467,6457,440,0,0,0,0,0,0,24
SAMN53059447,"Riverside WQCP, CA",2025-04-03,987545618,783090,253280.0,529810.0,0.6765633579792871,0.0007929659002344,0.0002564742280087,760184,15511,6685,704,0,0,0,0,0,0,6
SAMN53059448,"Riverside WQCP, CA",2025-04-07,1122785025,785644,290502.0,495142.0,0.6302371048464699,0.0006997278931467,0.0002587334115896,755170,23427,6452,576,0,0,0,1,0,0,18
SAMN53059449,"Riverside WQCP, CA",2025-04-10,1118332542,1043187,372250.0,670937.0,0.6431608139288546,0.0009328057271179,0.0003328616364272,1011337,23195,8125,503,0,0,0,5,0,0,22
SAMN53059450,"Riverside WQCP, CA",2025-04-14,1135786734,821412,323143.0,498269.0,0.6066005853335475,0.0007232097148266,0.0002845102784938,797920,16860,6350,273,0,0,0,0,0,0,9
SAMN53059451,"Riverside WQCP, CA",2025-04-17,754802771,58557,38941.0,19616.0,0.3349898389603292,7.757920644941564e-05,5.159096057425576e-05,56329,1724,465,38,0,0,0,0,0,0,1
SAMN53059452,"Riverside WQCP, CA",2025-04-21,805264765,598420,281902.0,316518.0,0.5289228301193142,0.0007431344646005,0.0003500736804248,576064,17722,4247,367,0,0,0,2,0,0,18
SAMN53059453,"Riverside WQCP, CA",2025-04-28,721495512,643636,215850.0,427786.0,0.6646396410393453,0.0008920859371887,0.0002991702601193,619776,17511,6112,228,0,0,0,0,0,0,9
SAMN53059454,"Riverside WQCP, CA",2025-04-29,582229971,418989,165381.0,253608.0,0.6052855802896974,0.0007196280179125,0.0002840475554976,400380,13617,4796,185,0,0,0,0,0,0,11
SAMN53059455,"Riverside WQCP, CA",2025-05-01,619355119,530748,210200.0,320548.0,0.6039551726996616,0.0008569364871916,0.0003393852630771,511151,14336,4941,308,0,0,0,0,0,0,12
SAMN53059456,"Riverside WQCP, CA",2025-05-05,726878904,529163,208651.0,320512.0,0.6056961654537448,0.0007279933384887,0.0002870505648902,505802,17960,4885,500,0,0,0,0,0,0,16
SAMN53059457,"Riverside WQCP, CA",2025-05-08,953607107,912148,280102.0,632046.0,0.6929204471204234,0.000956523911477,0.000293728935055,880956,24519,5998,661,0,0,0,3,0,0,11
SAMN53059458,"Riverside WQCP, CA",2025-05-12,1099438327,1461342,329729.0,1131613.0,0.7743656173571963,0.0013291714179071,0.0002999067723059,1409256,38796,12498,769,0,0,0,4,0,0,19
SAMN53059459,"Riverside WQCP, CA",2025-05-15,818960919,1112047,376703.0,735344.0,0.6612526269123518,0.0013578755398461,0.0004599767721028,1085534,19760,6334,409,0,0,0,0,0,0,10
SAMN53059460,"Riverside WQCP, CA",2025-05-19,973612603,883489,331825.0,551664.0,0.624415244558789,0.0009074338163636,0.000340818307998,845689,29931,6702,1159,0,0,0,0,0,0,8
SAMN53059461,"Riverside WQCP, CA",2025-05-22,1267290330,1234877,419740.0,815137.0,0.6600957018391306,0.000974423122127,0.0003312106074383,1196826,31660,5684,692,0,0,0,2,0,0,13
SAMN53059462,"Riverside WQCP, CA",2025-05-26,997433027,926803,373806.0,552997.0,0.596671568823148,0.0009291882010239,0.000374768019387,868664,47958,7819,2327,0,0,0,0,0,0,35
SAMN53059463,"Riverside WQCP, CA",2025-05-29,1020442166,1355610,398632.0,956978.0,0.7059390237605211,0.001328453532368,0.0003906463426169,1296977,49329,7342,1920,0,0,0,0,0,0,42
SAMN53059464,"Riverside WQCP, CA",2025-06-02,1160618830,2100658,525283.0,1575375.0,0.7499435891039855,0.0018099465093117,0.0004525887280322,2023292,58405,17791,1139,0,0,0,0,0,0,31
SAMN53059465,"Riverside WQCP, CA",2025-06-05,1466489521,976859,334464.0,642395.0,0.6576128182265814,0.0006661206820856,0.0002280711830602,942728,28253,5462,389,0,0,0,2,0,0,25
SAMN53059466,"Riverside WQCP, CA",2025-06-09,1722921819,827721,242791.0,584930.0,0.7066753169244226,0.0004804170397472,0.0001409181759279,782877,36179,7844,816,0,0,0,0,0,0,5
SAMN53059467,"Riverside WQCP, CA",2025-06-12,1452948138,758738,164530.0,594208.0,0.7831530778740488,0.0005222058380173,0.0001132387286902,714956,37564,5430,782,0,0,0,0,0,0,6
SAMN53059468,"Riverside WQCP, CA",2025-06-16,1273909558,761321,204818.0,556503.0,0.7309702477667107,0.0005976256283022,0.0001607790747104,714219,40002,6376,708,0,0,8,0,0,0,8
SAMN53059469,"Riverside WQCP, CA",2025-06-19,1221022430,524160,149795.0,374365.0,0.7142189407814408,0.0004292795833406,0.0001226799740279,480041,34809,8812,465,0,0,0,0,0,0,33
SAMN53059470,"Riverside WQCP, CA",2025-06-23,1340720595,640261,184260.0,456001.0,0.7122111139051106,0.0004775499103897,0.0001374335567657,580681,49120,9682,760,0,0,0,4,0,0,14
SAMN53059471,"Riverside WQCP, CA",2025-06-26,1200722225,517591,152727.0,364864.0,0.704927249507816,0.0004310663942278,0.0001271959465895,484254,26610,6232,462,0,0,0,0,0,0,33
SAMN53059472,"Riverside WQCP, CA",2025-06-30,1251159844,740755,280821.0,459934.0,0.6208989476952569,0.0005920546471758,0.0002244485397662,691808,39797,8499,599,0,0,0,0,0,0,52
SAMN53059473,"Riverside WQCP, CA",2025-07-03,978566271,579731,232782.0,346949.0,0.5984654952038101,0.0005924289618193,0.000237880669811,529937,43996,4975,812,0,0,0,0,0,0,11
SAMN53059474,"Riverside WQCP, CA",2025-07-07,884749368,509184,147010.0,362174.0,0.7112831510809452,0.0005755121375797,0.0001661600508766,464719,31431,12617,336,0,0,0,0,0,0,81
SAMN53059475,"Riverside WQCP, CA",2025-07-10,1048716133,371547,71980.0,299567.0,0.8062694625444425,0.000354287483818,6.863630465385432e-05,321335,44228,5566,365,0,0,0,0,0,0,53
SAMN53059476,"Riverside WQCP, CA",2025-07-14,1083171649,392313,93880.0,298433.0,0.7607012767866475,0.0003621891325924,8.66713969911153e-05,341617,45658,4379,590,0,0,0,0,0,0,69
SAMN53059477,"Riverside WQCP, CA",2025-07-17,1036120732,344877,92084.0,252793.0,0.7329946618649548,0.000332854067435,8.887381282512549e-05,300947,39993,3517,376,0,0,0,0,0,0,44
SAMN53059478,"Riverside WQCP, CA",2025-07-21,866519539,384726,149472.0,235254.0,0.6114845370471452,0.0004439899883203,0.0001724969758587,351681,29941,2870,212,0,0,0,0,0,0,22
SAMN53059479,"Riverside WQCP, CA",2025-07-31,912062378,180475,63167.0,117308.0,0.6499958442997645,0.0001978757202942,6.925732441515092e-05,161745,16686,1914,114,0,0,0,0,0,0,16
SAMN53059480,"Riverside WQCP, CA",2025-08-04,924404135,164972,60174.0,104798.0,0.6352471934631332,0.0001784630701592,6.509490570376993e-05,140378,22112,2233,232,0,0,0,0,0,0,17
SAMN53059481,"Riverside WQCP, CA",2025-08-07,928961163,254894,80680.0,174214.0,0.6834762685665414,0.0002743860670954,8.684970181040819e-05,206085,44881,3287,599,0,0,0,0,0,0,42
SAMN53059482,"Riverside WQCP, CA",2025-08-11,895503385,186024,95221.0,90803.0,0.4881251881477659,0.0002077312080735,0.0001063323730484,161169,22647,1874,285,0,0,0,0,0,0,49
SAMN53059483,"Riverside WQCP, CA",2025-08-14,993564756,179343,88617.0,90726.0,0.5058797945835634,0.0001805045910867,8.91909656264015e-05,159570,18457,1131,182,0,0,0,0,0,0,3
SAMN53059484,"Riverside WQCP, CA",2025-08-18,940792173,112557,69432.0,43125.0,0.3831392094672032,0.0001196406637196,7.380163440199028e-05,99219,12359,688,277,0,0,0,0,0,0,14
SAMN53059485,"Riverside WQCP, CA",2025-08-21,915873912,140819,28782.0,112037.0,0.7956099674049667,0.0001537536970482,3.142572315128897e-05,121773,17291,1549,164,0,0,0,0,0,0,42
SAMN53059486,"Riverside WQCP, CA",2025-08-25,957020194,168256,32268.0,135988.0,0.8082208063902625,0.0001758123820739,3.3717156860746454e-05,136052,30008,1562,606,0,0,0,0,0,0,28
SAMN53059487,"Riverside WQCP, CA",2025-08-28,867367484,118978,,,,0.0001371713860557,,104856,13141,761,193,0,0,0,0,0,0,27
SAMN53059488,"Riverside WQCP, CA",2025-09-01,1060360163,189015,,,,0.000178255470731,,165557,22159,1012,274,0,0,0,0,0,0,13
SAMN53059489,"Riverside WQCP, CA",2025-09-08,849289278,97772,,,,0.0001151221409862,,85831,11179,637,109,0,0,0,0,0,0,16
SAMN53059490,"Riverside WQCP, CA",2025-09-09,1133975546,142761,,,,0.0001258942492221,,123398,18285,777,291,0,0,0,0,0,0,10
SAMN53059491,"Riverside WQCP, CA",2025-09-11,890822217,190833,80982.0,109851.0,0.5756394334313247,0.000214221195159,9.090702774872532e-05,173582,16360,499,374,0,0,0,0,0,0,18
SAMN53059492,"Riverside WQCP, CA",2025-09-15,914395554,95133,52197.0,42936.0,0.4513260382832456,0.0001040392197707,5.7083610885535864e-05,84926,9590,469,146,0,0,0,0,0,0,2
SAMN53059493,"Riverside WQCP, CA",2025-09-18,933914534,123556,72963.0,50593.0,0.4094742464955162,0.0001322990439722,7.812599262964249e-05,114648,8278,520,104,0,0,0,0,0,0,6
SAMN53059494,"Riverside WQCP, CA",2025-09-22,1109390698,322494,105343.0,217151.0,0.6733489615310673,0.0002906947034812,9.495572676957852e-05,291342,27138,3246,750,0,0,0,0,0,0,18
SAMN53059495,"Riverside WQCP, CA",2025-09-25,997116160,320729,145541.0,175188.0,0.5462181467843569,0.0003216566061871,0.0001459619308546,302333,16407,1637,348,0,0,0,0,0,0,4
SAMN53059496,"Riverside WQCP, CA",2025-09-29,1082269337,217090,95854.0,121236.0,0.5584596250403059,0.0002005877766081,8.856760209589122e-05,188069,26092,2475,386,0,0,0,0,0,0,68
SAMN53059497,"Riverside WQCP, CA",2025-10-02,971800192,118848,34567.0,84281.0,0.7091495018847603,0.0001222967447201,3.557006911972292e-05,98483,14580,5455,303,0,0,0,0,0,0,27
SAMN53059498,"Riverside WQCP, CA",2025-10-06,819836640,110811,28024.0,82787.0,0.7471009195837959,0.0001351622928197,3.418241956104816e-05,88300,21063,979,440,0,0,0,0,0,0,29
SAMN53059499,"Riverside WQCP, CA",2025-10-09,1057896105,182581,79451.0,103130.0,0.5648451919969767,0.0001725887817688,7.510283819411547e-05,159179,20577,2385,386,0,0,0,0,0,0,54
SAMN54609812,"Riverside WQCP, CA",2025-10-15,1232684338,300027,75529.0,224498.0,0.7482593233275672,0.000243393211669,6.127197180305215e-05,248032,45852,5481,629,0,0,0,0,0,0,33
SAMN54609813,"Riverside WQCP, CA",2025-10-16,1386825073,326956,128303.0,198653.0,0.6075832833775798,0.0002357586449549,9.2515633368564e-05,280388,37781,8347,433,0,0,0,0,0,0,7
SAMN54609814,"Riverside WQCP, CA",2025-10-20,1219396004,242347,111314.0,131033.0,0.5406834002484041,0.0001987434756264,9.128617744756854e-05,214745,23734,3510,336,0,0,0,0,0,0,22
SAMN54609815,"Riverside WQCP, CA",2025-10-23,1294678525,187784,88265.0,99519.0,0.5299652792570188,0.0001450429557406,6.817522519731298e-05,171086,14541,1859,281,0,0,0,0,0,0,17
SAMN54609816,"Riverside WQCP, CA",2025-10-27,1176633947,252329,89563.0,162766.0,0.6450546706878718,0.0002144498725736,7.611798064160391e-05,223053,26259,2703,301,0,0,0,0,0,0,13
SAMN54609817,"Riverside WQCP, CA",2025-10-30,1158123553,69161,37839.0,31322.0,0.4528852966267115,5.971815340500203e-05,3.2672679786178216e-05,63659,4969,468,57,0,0,0,0,0,0,8
SAMN54609818,"Riverside WQCP, CA",2025-11-03,1058625351,197342,77054.0,120288.0,0.6095407971947178,0.0001864134462806,7.278684562693794e-05,167605,26677,2216,833,0,0,0,0,0,0,11
SAMN54609819,"Riverside WQCP, CA",2025-11-05,1230175217,134087,73451.0,60636.0,0.4522138611498504,0.000108998294021,5.970775462305546e-05,117594,13622,2653,192,0,0,0,0,0,0,26
SAMN54609820,"Riverside WQCP, CA",2025-11-09,1019732212,214820,94459.0,120361.0,0.560287682711107,0.0002106631500623,9.263118188130747e-05,188899,22378,3357,167,0,0,0,0,0,0,19
SAMN54609821,"Riverside WQCP, CA",2025-11-13,1144553940,158829,12995.0,145834.0,0.9181824477897612,0.0001387693445011,1.1353768088902829e-05,135979,18641,4020,181,0,0,0,0,0,0,8
SAMN54609822,"Riverside WQCP, CA",2025-11-17,1060361503,231928,6878.0,225050.0,0.9703442447656168,0.0002187254057638,6.486467096872716e-06,202497,20589,8578,135,0,0,0,0,0,0,129
SAMN54609823,"Riverside WQCP, CA",2025-11-20,603197212,289733,99377.0,190356.0,0.6570048976126296,0.0004803288115993,0.0001647504299141,266899,20151,2438,242,0,0,0,0,0,0,3
SAMN54609824,"Riverside WQCP, CA",2025-11-25,584027607,320102,117386.0,202716.0,0.6332856402021856,0.0005480939533736,0.0002009939232204,291773,25685,2494,136,0,0,0,0,0,0,14
SAMN54609825,"Riverside WQCP, CA",2025-11-27,632393455,106070,55368.0,50702.0,0.4780050909776562,0.0001677278586003,8.755308829058011e-05,96163,8880,856,168,0,0,0,0,0,0,3
SAMN54609826,"Riverside WQCP, CA",2025-12-01,738695570,127743,67809.0,59934.0,0.4691763932270261,0.0001729305077597,9.179559585012808e-05,112429,13801,1344,162,0,0,0,0,0,0,7
SAMN54609827,"Riverside WQCP, CA",2025-12-04,804569163,187697,97347.0,90350.0,0.4813609167967522,0.0002332888316277,0.0001209927057569,173369,12705,1547,74,0,0,0,0,0,0,2
SAMN54609828,"Riverside WQCP, CA",2025-12-08,816848827,450007,163978.0,286029.0,0.6356101127315797,0.0005509060980753,0.0002007446109731,416314,24075,9429,172,0,0,0,0,0,0,17
SAMN55039069,"Riverside WQCP, CA",2025-12-15,964861291,474789,180410.0,294379.0,0.6200206828717599,0.0004920800579614,0.0001869802443966,453221,19565,1771,226,0,0,0,0,0,0,6
SAMN55039070,"Riverside WQCP, CA",2025-12-17,1032545725,289831,139925.0,149906.0,0.5172186550092985,0.0002806955595114,0.0001355145797538,260320,26597,2312,577,0,0,0,0,0,0,25
SAMN55039071,"Riverside WQCP, CA",2025-12-18,629346149,266350,112059.0,154291.0,0.5792791439834803,0.0004232170172538,0.0001780562257798,249336,15367,1495,141,0,0,0,0,0,0,11
SAMN55039072,"Riverside WQCP, CA",2025-12-22,949495272,501614,172845.0,328769.0,0.6554222968258462,0.000528295416304,0.0001820388211474,469990,28390,2957,240,0,0,0,0,0,0,37
SAMN55039073,"Riverside WQCP, CA",2025-12-29,850324028,222826,96785.0,126041.0,0.565647635374687,0.0002620483400005,0.0001138213161253,208552,12656,1441,174,0,0,0,0,0,0,3
SAMN47830424,"Chicago (CHI-B), IL",2024-09-08,615311760,4824,2368.0,2456.0,0.5091210613598673,7.83992816909594e-06,3.8484556186606936e-06,4321,469,31,2,0,0,0,0,0,0,1
SAMN47830429,"Chicago (CHI-B), IL",2024-09-15,759825791,3586,2152.0,1434.0,0.399888455103179,4.71950286825681e-06,2.8322281574145724e-06,2645,898,26,17,0,0,0,0,0,0,0
SAMN47830445,"Chicago (CHI-B), IL",2024-10-13,1478574076,19229,6749.0,12480.0,0.6490197098133028,1.3005097486911435e-05,4.564532889862462e-06,16977,2106,91,55,0,0,0,0,0,0,0
SAMN47830451,"Chicago (CHI-B), IL",2024-10-21,1376984605,71496,19990.0,51506.0,0.7204039386818843,5.192214912235711e-05,1.4517228389782906e-05,56462,13915,766,348,0,0,0,0,0,0,5
SAMN47830456,"Chicago (CHI-B), IL",2024-10-27,1074955463,43402,22900.0,20502.0,0.4723745449518455,4.0375626241177586e-05,2.1303208168355528e-05,34834,7825,528,214,0,0,0,0,0,0,1
SAMN47830462,"Chicago (CHI-B), IL",2024-11-03,594634429,12936,7803.0,5133.0,0.3967996289424861,2.1754542571230768e-05,1.3122348151152885e-05,10103,2611,122,100,0,0,0,0,0,0,0
SAMN47830468,"Chicago (CHI-B), IL",2024-11-10,704060314,12629,8129.0,4500.0,0.3563227492279673,1.7937383699772064e-05,1.1545885825912351e-05,9468,2966,68,127,0,0,0,0,0,0,0
SAMN47830474,"Chicago (CHI-B), IL",2024-11-17,779427719,36105,24140.0,11965.0,0.3313945436920094,4.632244802163624e-05,3.097144149680928e-05,30591,5095,285,130,0,0,1,0,0,0,3
SAMN47830481,"Chicago (CHI-B), IL",2024-11-24,738608739,20206,5217.0,14989.0,0.7418093635553796,2.7356838516907937e-05,7.063279547793165e-06,6265,13883,25,31,0,0,0,0,0,0,2
SAMN47830488,"Chicago (CHI-B), IL",2024-12-01,763686512,14094,10054.0,4040.0,0.2866468000567617,1.8455216608565688e-05,1.3165087823365932e-05,11936,1979,83,96,0,0,0,0,0,0,0
SAMN47830492,"Chicago (CHI-B), IL",2024-12-08,743662205,73344,42785.0,30559.0,0.4166530322862129,9.862542362227484e-05,5.753284180954174e-05,65354,7427,292,270,0,0,0,0,0,0,1
SAMN47830500,"Chicago (CHI-B), IL",2024-12-15,877853848,22304,16017.0,6287.0,0.2818776901004304,2.5407418388396695e-05,1.8245633981660236e-05,19943,2128,171,62,0,0,0,0,0,0,0
SAMN47830508,"Chicago (CHI-B), IL",2024-12-22,1205696261,32675,21975.0,10700.0,0.3274674827850038,2.710052362018563e-05,1.8225983368127903e-05,30206,2317,98,54,0,0,0,0,0,0,0
SAMN47830515,"Chicago (CHI-B), IL",2024-12-29,1137392726,17991,13672.0,4319.0,0.2400644766827858,1.5817755458372784e-05,1.2020474271962242e-05,16800,1062,101,28,0,0,0,0,0,0,0
SAMN47830523,"Chicago (CHI-B), IL",2025-01-05,818144203,138015,60466.0,77549.0,0.5618882005579103,0.0001686927554994,7.390628666472383e-05,123848,13275,682,209,0,0,0,0,0,0,1
SAMN47830531,"Chicago (CHI-B), IL",2025-01-12,736124719,71612,29127.0,42485.0,0.5932664916494442,9.728242803377452e-05,3.9568023255037576e-05,64203,6725,627,49,0,0,0,0,0,0,8
SAMN47830539,"Chicago (CHI-B), IL",2025-01-19,903006238,753,484.0,269.0,0.3572377158034528,8.338812826672854e-07,5.35987437995971e-07,661,82,4,6,0,0,0,0,0,0,0
SAMN47830546,"Chicago (CHI-B), IL",2025-01-26,861895449,12290,7009.0,5281.0,0.4296989422294548,1.4259270093906716e-05,8.132076817590901e-06,10429,1744,94,22,0,0,0,0,0,0,1
SAMN47830553,"Chicago (CHI-B), IL",2025-02-02,813783817,65873,31305.0,34568.0,0.5247673553656278,8.094655929979006e-05,3.846844745009226e-05,56737,8561,498,65,0,0,4,0,0,0,8
SAMN47830568,"Chicago (CHI-B), IL",2025-02-17,866071202,35070,16076.0,18994.0,0.5416025092671799,4.049320646964544e-05,1.8561984237411466e-05,33646,1359,61,4,0,0,0,0,0,0,0
SAMN47830576,"Chicago (CHI-B), IL",2025-02-23,1137542551,381813,117500.0,264313.0,0.6922577282596454,0.0003356472245054,0.0001032928393726,367844,11515,2353,101,0,0,0,0,0,0,0
SAMN47830585,"Chicago (CHI-B), IL",2025-03-03,921224631,425853,149890.0,275963.0,0.6480240834278496,0.0004622683606904,0.0001627073299563,406656,16261,2678,234,0,0,0,7,0,0,17
SAMN47830592,"Chicago (CHI-B), IL",2025-03-09,763649502,99649,36945.0,62704.0,0.6292486628064506,0.0001304904930063,4.837952477313342e-05,95137,3864,606,30,0,0,0,0,0,0,12
SAMN53134969,"Chicago (CHI-B), IL",2025-03-16,609426728,135021,58358.0,76663.0,0.5677857518460091,0.0002215541160183,9.575884568029643e-05,132322,2535,164,0,0,0,0,0,0,0,0
SAMN53134970,"Chicago (CHI-B), IL",2025-03-23,696598580,204999,39390.0,165609.0,0.8078527212327865,0.0002942856989458,5.65461962325562e-05,194426,9318,1255,0,0,0,0,0,0,0,0
SAMN53134971,"Chicago (CHI-B), IL",2025-03-30,698695092,90783,44956.0,45827.0,0.5047971536521155,0.000129932213693,6.434280205305922e-05,87130,2999,647,7,0,0,0,0,0,0,0
SAMN53134972,"Chicago (CHI-B), IL",2025-04-06,1161374356,158599,62618.0,95981.0,0.6051803605319075,0.0001365614792341,5.391715399646727e-05,147796,9637,1132,28,0,0,0,0,0,0,6
SAMN53134973,"Chicago (CHI-B), IL",2025-04-13,1122068586,222335,76501.0,145834.0,0.6559201205388265,0.0001981474241183,6.817854180617796e-05,207662,13139,1454,68,0,0,0,0,0,0,12
SAMN53134974,"Chicago (CHI-B), IL",2025-04-20,717420220,28134,22909.0,5225.0,0.1857183479064477,3.921551026259059e-05,3.193247048431392e-05,26846,1032,247,9,0,0,0,0,0,0,0
SAMN53134975,"Chicago (CHI-B), IL",2025-04-27,646142006,56067,36402.0,19665.0,0.350741077639253,8.677194715614883e-05,5.633746090174487e-05,51060,4478,516,9,0,0,0,0,0,0,4
SAMN53134976,"Chicago (CHI-B), IL",2025-05-04,667218595,352115,146906.0,205209.0,0.5827897135878903,0.0005277355916616,0.000220176717347,333231,16012,2775,90,0,0,0,0,0,0,7
SAMN53134977,"Chicago (CHI-B), IL",2025-05-11,1003995943,139683,74129.0,65554.0,0.469305498879606,0.0001391270562136,7.383396368963216e-05,135320,3539,814,8,0,0,0,2,0,0,0
SAMN53134978,"Chicago (CHI-B), IL",2025-05-18,1070058005,564894,233996.0,330898.0,0.5857700736775395,0.0005279096996241,0.0002186759959802,545369,16137,3279,105,0,0,0,0,0,0,4
SAMN53134979,"Chicago (CHI-B), IL",2025-05-25,1079131728,267766,126842.0,140924.0,0.5262953474302189,0.0002481309677515,0.0001175407938705,254429,12514,777,42,0,0,0,0,0,0,4
SAMN53134980,"Chicago (CHI-B), IL",2025-06-01,955195212,621851,243109.0,378742.0,0.6090558670806994,0.0006510198043161,0.0002545123729116,596872,20436,3952,136,1,0,0,1,0,0,453
SAMN53134981,"Chicago (CHI-B), IL",2025-06-08,1306914365,440141,187771.0,252370.0,0.5733844381686778,0.0003367787605578,0.0001436750601482,423087,14294,2675,65,0,0,0,0,0,0,20
SAMN53134982,"Chicago (CHI-B), IL",2025-06-15,1549112373,583892,142351.0,441541.0,0.7562032019620066,0.0003769203643175,9.189197793593506e-05,553699,16378,7056,171,140,0,0,0,0,0,6448
SAMN53134983,"Chicago (CHI-B), IL",2025-06-22,1615974304,292859,60659.0,232200.0,0.7928730208052339,0.0001812275104097,3.7537106778153326e-05,263999,25809,2915,125,0,0,0,0,0,0,11
SAMN53134984,"Chicago (CHI-B), IL",2025-06-29,966983742,191645,55719.0,135926.0,0.7092593075738997,0.0001981884406904,5.7621444477191634e-05,173060,16437,2016,132,0,0,0,0,0,0,0
SAMN53134985,"Chicago (CHI-B), IL",2025-07-06,920291596,111037,41210.0,69827.0,0.6288624512549871,0.0001206541497093,4.477928536902558e-05,97156,12375,1463,43,0,0,0,0,0,0,0
SAMN53134986,"Chicago (CHI-B), IL",2025-07-13,1051718985,70890,6449.0,64441.0,0.9090280716603188,6.740393680351792e-05,6.131866108702031e-06,58249,11925,704,12,0,0,0,0,0,0,0
SAMN53134987,"Chicago (CHI-B), IL",2025-07-20,999719485,95654,20079.0,75575.0,0.790087189244569,9.568083991080758e-05,2.0084634041118043e-05,78008,15980,1618,48,0,0,0,0,0,0,0
